DATE,OPEN,HIGH,LOW,CLOSE,NO. OF SHARES,NO. OF TRADES
07-01-2010,1567,1620,1526.5,1583.9,198105,9864
06-01-2010,1475,1580,1447,1567.5,203846,10203
05-01-2010,1436,1489.9,1425,1472.5,110239,6306
04-01-2010,1354.9,1427,1347.3,1415.55,75691,4744
31-12-2009,1367,1367,1339,1344.3,14697,905
30-12-2009,1363,1369.8,1349,1359.55,94713,1111
29-12-2009,1373,1374,1352,1362.8,14861,973
24-12-2009,1338.8,1375,1332.05,1359.75,55497,1945
23-12-2009,1328.25,1345,1324.9,1327.85,23094,1119
22-12-2009,1343,1350,1316,1322.05,12391,873
21-12-2009,1348,1349.9,1318.05,1332.5,29144,1185
18-12-2009,1360,1368.8,1328,1332.2,21743,1369
17-12-2009,1375,1396,1359,1365.55,27157,1740
16-12-2009,1330,1383.5,1315,1367.55,28477,2151
15-12-2009,1380.25,1380.25,1325,1337.4,21639,1559
14-12-2009,1370,1388,1365.6,1372.4,13386,1130
11-12-2009,1400,1400,1357.5,1371.1,11714,919
10-12-2009,1394.7,1394.7,1367,1378.75,21279,1207
09-12-2009,1383,1396,1357.2,1361.95,70156,1278
08-12-2009,1370,1395.9,1365,1381.95,18845,1175
07-12-2009,1421,1424,1350,1378.1,38359,2211
04-12-2009,1369.9,1425,1369.9,1415.65,65404,4103
03-12-2009,1338,1402,1336,1383.4,40841,2408
02-12-2009,1330,1360,1320,1327.1,28232,1845
01-12-2009,1309,1329.8,1298,1319.85,23403,1718
30-11-2009,1280.4,1314.05,1280.4,1298,48361,3190
27-11-2009,1331,1331,1244,1267.65,86923,4386
26-11-2009,1375,1396,1334,1349.4,32628,1669
25-11-2009,1385,1398,1374.75,1377.05,12719,918
24-11-2009,1403,1408,1375.2,1377.75,23822,1181
23-11-2009,1394,1418.5,1388,1399.95,26187,1569
20-11-2009,1374,1405.05,1362,1390.1,33844,2355
19-11-2009,1405,1426,1361.1,1374.4,32451,2154
18-11-2009,1440,1458,1400,1411.8,36559,2122
17-11-2009,1465,1470,1425,1438.35,62813,4064
16-11-2009,1410,1466.9,1377.05,1453.65,126638,6359
13-11-2009,1405,1425,1370,1403.9,89536,4885
12-11-2009,1382,1402,1360,1387.1,63792,3497
11-11-2009,1373.45,1390,1352.1,1379.7,34549,2080
10-11-2009,1365,1403.7,1330,1359.7,91789,5332
09-11-2009,1368,1375,1340,1358.2,44247,2382
06-11-2009,1290,1359.9,1270.5,1346.75,77905,4412
05-11-2009,1222,1275,1215,1267.9,31426,2059
04-11-2009,1200,1233,1188,1229.15,25783,1847
03-11-2009,1189,1221,1175,1185.9,43771,2443
30-10-2009,1179,1233,1172,1179.9,70068,3760
29-10-2009,1164.9,1198.8,1150.1,1167.25,42447,2290
28-10-2009,1178.5,1252.65,1158,1182.35,36501,2619
27-10-2009,1220,1226.9,1157.15,1189.2,42290,3132
26-10-2009,1275,1276,1223,1230.9,44795,2566
23-10-2009,1290,1310,1271,1276.55,18117,1377
22-10-2009,1310,1319.9,1263.05,1272.5,28872,2019
21-10-2009,1322,1343.15,1296,1308.7,42665,2851
20-10-2009,1350,1364,1310,1320.8,32384,2123
17-10-2009,1365,1365,1339.9,1346.55,11915,725
16-10-2009,1360,1382.9,1340,1344.8,73203,3569
15-10-2009,1347.7,1368.9,1333.1,1350.05,102212,3981
14-10-2009,1345,1354,1327.5,1337.6,42578,1939
12-10-2009,1322,1338.8,1300.45,1334.9,26279,1706
09-10-2009,1343.05,1365,1290,1300.45,62669,3787
08-10-2009,1294,1350.9,1287,1338,91227,5762
07-10-2009,1319,1319,1275,1284.15,39371,2962
06-10-2009,1311.25,1323.95,1264.45,1298.3,45457,3315
05-10-2009,1345,1352,1284.1,1298.7,57718,3555
01-10-2009,1388,1393.8,1352.5,1357.1,36941,2171
30-09-2009,1340,1403,1330.15,1385.5,149965,5783
29-09-2009,1350.25,1360,1314,1322.4,29172,1579
25-09-2009,1342,1375,1319.6,1333.35,49748,2598
24-09-2009,1355.3,1398,1337,1346.55,33655,2403
23-09-2009,1391,1402.9,1371,1376.6,15566,1285
22-09-2009,1393.95,1395,1375.1,1385.6,14986,1020
18-09-2009,1390,1404,1375.1,1379.9,27565,1479
17-09-2009,1424.9,1424.9,1360.1,1384.8,55698,2981
16-09-2009,1409,1425,1392.2,1411.05,44878,2747
15-09-2009,1409,1413,1378,1391,44780,2114
14-09-2009,1395,1410,1377,1393.5,21783,1536
11-09-2009,1401,1436,1374,1392.95,65419,3888
10-09-2009,1443,1452,1356.25,1382.95,91846,4417
09-09-2009,1485,1490,1421,1432.15,40116,2355
08-09-2009,1498.5,1519,1475.05,1481.25,28525,1929
07-09-2009,1477,1502,1470,1482.25,18027,1647
04-09-2009,1450,1479,1439,1463.8,24837,1908
03-09-2009,1482,1489,1431,1438.55,28366,2320
02-09-2009,1480,1494,1450,1463.05,22416,1693
01-09-2009,1518,1552.4,1460,1482.4,41463,3220
31-08-2009,1540,1549.9,1485,1504.4,34233,2537
28-08-2009,1524,1558,1524,1541.5,48018,2471
27-08-2009,1540,1575,1508.2,1518.55,81877,5458
26-08-2009,1460,1540,1460,1530.45,93017,4546
25-08-2009,1371,1490,1370,1442.3,41544,1935
24-08-2009,1441.9,1470,1437.05,1442.85,31379,1560
21-08-2009,1450,1450,1415.2,1427.95,23186,1694
20-08-2009,1465,1469.9,1402,1440,61604,3687
19-08-2009,1475,1480,1397,1417.4,35305,2530
18-08-2009,1469,1479,1426.5,1454.55,45232,2721
17-08-2009,1432.1,1494,1422,1463.8,72572,3329
14-08-2009,1520,1520,1259.95,1458.4,60308,3120
13-08-2009,1494.8,1548.9,1465.1,1507.35,99068,4070
12-08-2009,1463.1,1498,1407,1462.3,34170,2789
11-08-2009,1474.9,1518,1446.05,1472.6,31968,2591
10-08-2009,1555,1586,1445,1473.75,38203,3066
07-08-2009,1524,1611,1490,1538.75,74413,5039
06-08-2009,1589,1610,1501,1524.45,58812,3517
05-08-2009,1546.05,1622,1546.05,1606.5,115945,5830
04-08-2009,1500,1559.9,1480,1546.25,126121,4900
03-08-2009,1430,1495.25,1421,1485.6,73194,4027
31-07-2009,1375.2,1424,1375.2,1409.65,64591,3447
30-07-2009,1333,1388,1305.8,1354.7,142408,7125
29-07-2009,1340.1,1376.8,1295,1325.4,62082,3954
28-07-2009,1384,1404.9,1320,1331.95,43866,2544
27-07-2009,1400,1449,1360,1384.85,33504,2148
24-07-2009,1401,1454.7,1400,1418.15,32432,1745
23-07-2009,1440,1480,1409,1427.35,188459,2627
22-07-2009,1402,1474,1402,1433.35,76910,3959
21-07-2009,1365,1448.95,1365,1422.3,68524,4014
20-07-2009,1398,1410,1362.1,1387.85,101520,4717
17-07-2009,1270,1365.2,1270,1349.7,68646,3775
16-07-2009,1265,1309,1250,1274.75,36537,2360
15-07-2009,1185,1272,1185,1257.9,49926,2966
14-07-2009,1125,1178,1125,1171.9,34085,2371
13-07-2009,1050,1119,1015,1103.7,47793,3321
10-07-2009,1110.25,1144,1045.1,1083.25,37878,2731
09-07-2009,1146.7,1205,1118,1128.3,46927,2513
08-07-2009,1207,1226.3,1125.2,1146.7,57954,3839
07-07-2009,1300,1318.3,1200.1,1237.55,58536,4405
06-07-2009,1306,1360,1251,1278.5,91266,4791
03-07-2009,1290.1,1321,1280,1303.75,64403,3160
02-07-2009,1293,1368,1285,1316.15,54109,3384
01-07-2009,1326,1345,1258,1282.85,33311,2119
30-06-2009,1366,1389.8,1295.2,1307.3,23965,1839
29-06-2009,1380,1400,1352,1361.2,26159,1647
26-06-2009,1370,1394.25,1332.1,1377.35,42858,2738
25-06-2009,1360,1382.8,1285,1351.45,54254,3076
24-06-2009,1358,1377,1306,1340.7,47205,2959
23-06-2009,1225,1349.9,1190,1340.1,58576,3937
22-06-2009,1349,1364,1250,1258.7,42686,2417
19-06-2009,1261.4,1350,1250,1329.55,48559,2843
18-06-2009,1348,1348,1211,1246,54459,3245
17-06-2009,1428,1448,1298,1305.2,65381,3912
16-06-2009,1320,1425,1300,1409.65,52684,2966
15-06-2009,1354.9,1385,1321,1332.95,28072,1877
12-06-2009,1399,1450,1330,1351.6,61451,3521
11-06-2009,1480,1489,1366,1382.1,58711,3430
10-06-2009,1440,1545,1435,1464.5,87739,4869
09-06-2009,1399,1441.1,1380,1413.35,47182,2297
08-06-2009,1495,1495,1390,1402.55,54183,2037
05-06-2009,1470,1525.1,1461,1476.55,59504,2564
04-06-2009,1425,1475,1405,1448.45,39556,2525
03-06-2009,1480,1497,1425,1436.1,39869,2338
02-06-2009,1531,1550,1426,1443.6,65165,3950
01-06-2009,1499,1582,1480,1508.9,174037,6151
29-05-2009,1300,1519,1300,1446.5,149553,7752
28-05-2009,1310.1,1370,1292.05,1332.4,82862,3528
27-05-2009,1285,1370,1285,1326.9,76017,3907
26-05-2009,1365,1370,1232.1,1270.7,96133,5027
25-05-2009,1320,1378,1300,1325.35,100707,4655
22-05-2009,1220,1352,1155.55,1308.25,210226,11043
21-05-2009,1100,1278,1055,1226.45,146693,6282
20-05-2009,910,1109,900,1051.3,137473,5625
19-05-2009,855,962,765,923,264644,6876
18-05-2009,835,870,810,852.15,2029,47
15-05-2009,750,780.7,750,761.4,77441,3389
14-05-2009,725,745.8,706.4,739.1,41200,1984
13-05-2009,780,780,725.1,733.65,45215,2353
12-05-2009,724,769,712.45,759.35,118946,4688
11-05-2009,750,760,716.5,719.65,52366,2531
08-05-2009,760,780.4,726.3,737.5,86436,3503
07-05-2009,760,769,741,747.15,52289,2321
06-05-2009,765,788.2,740,746.1,100561,4243
05-05-2009,800,810,768.2,773.25,166664,7529
04-05-2009,730,804,703,792.05,360818,12326
29-04-2009,675,724,665,707.65,146672,5233
28-04-2009,672,705.9,637.2,661.75,116004,5126
27-04-2009,680,724.2,670,684.15,132368,5720
24-04-2009,690,701,670,685.95,70721,3352
23-04-2009,664.9,687.5,632.05,672.5,107990,3624
22-04-2009,680,694,640.85,655.75,80194,3741
21-04-2009,660,709.5,660,669.65,174828,5634
20-04-2009,693,709,665,678.5,79475,3619
17-04-2009,678,699,661.1,672.1,88674,3205
16-04-2009,715.05,734.8,630,655.2,155160,4413
15-04-2009,700,724.9,687,710.95,796743,5648
13-04-2009,691.1,734.9,686,713.45,163865,5328
09-04-2009,670.5,720.3,665,685,254402,7857
08-04-2009,632.25,685,632.25,667.85,109445,4166
06-04-2009,694.45,709.8,660,675.15,228614,7071
02-04-2009,645,703,645,679.55,453572,14462
01-04-2009,615,657.9,615,642.25,411900,12750
31-03-2009,575,648.55,575,619.9,856429,22291
30-03-2009,570,614.2,548.05,584.3,751044,22095
27-03-2009,535,601.25,500,567,5415997,32557
26-03-2009,536,540,515.25,521.65,31308,1518
25-03-2009,550,560,526,529.85,21342,1291
24-03-2009,564,582,536.1,541.8,38084,2393
23-03-2009,565,594.95,548.5,555.8,60572,2221
20-03-2009,530,562,498,548.55,72179,3447
19-03-2009,524.85,532,514.8,520.7,18310,801
18-03-2009,505,525.95,504,516.15,21508,1206
17-03-2009,504,527.75,486,500.9,30672,2209
16-03-2009,479.05,504,479.05,500.2,21581,1250
13-03-2009,476,479,465,472.2,11690,723
12-03-2009,455,474,455,464.1,174119,1192
09-03-2009,440,456,438,447.65,10931,990
06-03-2009,435.2,459.9,432.6,443.55,33016,2097
05-03-2009,425.5,448,425.5,443.95,29712,1570
04-03-2009,425,437.75,421.8,428.85,12811,941
03-03-2009,419,434.5,417,421.4,10683,829
02-03-2009,425,444,416,419.6,31963,1949
27-02-2009,429,433.85,415.25,423.6,11270,670
26-02-2009,435.1,440,422.5,428.9,39405,1034
25-02-2009,442,449,435.05,437.25,28657,506
24-02-2009,450.05,450.05,436,437.55,32312,646
20-02-2009,470.1,471.1,451,453.85,33455,793
19-02-2009,478.25,488,475.1,476.3,17253,396
18-02-2009,478,489.8,466,483.95,33481,827
17-02-2009,505.95,505.95,481.1,485.25,10689,677
16-02-2009,509.45,527,502.1,510.5,37233,935
13-02-2009,520,531,512.05,514.6,33030,768
12-02-2009,516,537.9,510,518.6,36541,1403
11-02-2009,520,533.7,501,519.9,172443,2694
10-02-2009,511,538.9,497,515.25,83852,3860
09-02-2009,444,524.6,442,508.3,93841,3524
06-02-2009,448,450,434.5,440.85,13204,874
05-02-2009,460,460,433,446.15,15301,1090
04-02-2009,463.9,464,440.9,443.5,23746,1134
03-02-2009,465,474.95,451,453.35,15064,1014
02-02-2009,469,478.85,453.05,459.1,9356,785
30-01-2009,473,491.75,457.1,478.7,56775,2877
29-01-2009,505.9,508.9,475,482.55,16777,1184
28-01-2009,482.05,512,477.1,496.45,37683,1857
27-01-2009,466,486.1,460,480.1,18897,1198
23-01-2009,460.1,474,404,464.7,171023,3041
22-01-2009,473,480,458,460.1,9378,568
21-01-2009,467,476.85,467,471.55,7295,455
20-01-2009,473.9,480,462.1,475.35,8205,541
19-01-2009,484.8,484.8,475.15,479.05,7655,510
16-01-2009,509.95,509.95,463.1,478.4,71916,1311
15-01-2009,476,484.7,470,472.65,17072,950
14-01-2009,488,495,482,491.3,17510,961
13-01-2009,491,513.9,455.05,484.95,90832,3180
12-01-2009,495,507,495,499.65,40286,1011
09-01-2009,505.5,519,495,502.4,52387,1699
07-01-2009,539.45,554.7,500,513.5,81304,2773
06-01-2009,536.15,558.7,530.25,539.45,76385,3942
05-01-2009,526,546,518.1,536.15,90574,4358
02-01-2009,523,525,510,514.55,26900,1953
01-01-2009,505,522.5,501.7,517.65,33511,1962
31-12-2008,520,528,496,499,60862,3167
30-12-2008,520,535.8,509,511.9,60283,3584
29-12-2008,514.95,530,485.3,511.45,61510,3849
26-12-2008,558,560,502.35,505.7,50328,3354
24-12-2008,580,580,540,547.25,26310,1800
23-12-2008,549,572,547.7,558.9,44661,2717
22-12-2008,555.4,583,541.1,549.2,90254,3979
19-12-2008,529,557,525,544.65,55345,2892
18-12-2008,503,533,482.2,528.65,81950,4162
17-12-2008,552,564,500,502.55,155192,4442
16-12-2008,529,568.9,525.25,542.05,119699,4593
15-12-2008,485,534.7,485,522.9,637130,6269
12-12-2008,490,497,471,480.95,38200,1816
11-12-2008,530,549.8,492.15,498.45,60735,2991
10-12-2008,534,534.7,520.3,523.25,105950,1948
08-12-2008,535.1,540,517,521.2,59205,1362
05-12-2008,528.8,542,507.1,519.7,39600,1940
04-12-2008,518.75,536.9,517,526.2,50089,2023
03-12-2008,565,565,507,523.25,28699,1795
02-12-2008,534.05,557,499,542.15,16164,1699
01-12-2008,595.2,604.95,536.1,544.7,15878,1230
28-11-2008,599.2,621,580,587.6,11972,849
26-11-2008,615.3,627.7,578.05,599.2,20296,1175
25-11-2008,638,645,600,607.4,52011,1324
24-11-2008,640,672,610,616.45,12587,892
21-11-2008,600.75,660,600.75,645.95,14749,1156
20-11-2008,608,615.5,599,600.75,81419,745
19-11-2008,620,662.05,620,627.15,11818,1109
18-11-2008,680,686,615,640.45,14528,970
17-11-2008,700,700,670,689.35,17560,701
14-11-2008,693,700,677.2,689.2,18819,1004
12-11-2008,665,680,637.1,665.4,33303,1522
11-11-2008,689.7,694,672.05,676.25,17392,878
10-11-2008,700.05,710,672,691.7,30758,1957
07-11-2008,700,731,666.1,684.1,36954,2078
06-11-2008,678,744,645.05,718.25,28063,2003
05-11-2008,710.9,729,680.05,699.85,51886,2744
04-11-2008,626,708,620,675,93479,5976
03-11-2008,549.7,644,541,625.95,196058,3949
31-10-2008,500,540,495,510.95,153051,2294
29-10-2008,514,520,460,481.05,17767,1168
28-10-2008,495.55,519.9,491,504.65,6189,388
27-10-2008,480,505,426,463.45,33784,1649
24-10-2008,540,544,475,513,59544,2078
23-10-2008,568,590,547,560.9,42115,1819
22-10-2008,645,650,586.1,592.15,18644,1289
21-10-2008,660,687.95,654.9,663.75,29473,960
20-10-2008,679,690,630,643.8,28166,1265
17-10-2008,751,751,653,660,28713,1736
16-10-2008,760,760,653.1,710.25,37794,2432
15-10-2008,804,826,765.05,790.65,123729,1967
14-10-2008,775,832.6,775,804.4,27325,1478
13-10-2008,720,751,700,746.85,26841,1099
10-10-2008,700,720,650,680.2,30630,1848
08-10-2008,834,842,676,763.4,42016,2259
07-10-2008,995,1007,841.1,877.05,17929,1797
06-10-2008,1000,1015,950,961.05,28438,738
03-10-2008,1060,1064,1022,1040.55,25464,989
01-10-2008,1035,1105,1035,1067.9,18786,1257
30-09-2008,1000,1098,980,1034.75,17284,1318
29-09-2008,1213.2,1230,1060,1071.35,25463,1863
26-09-2008,1325,1325,1216,1225.5,178356,1358
25-09-2008,1369,1369,1316.1,1325.55,117749,822
24-09-2008,1375,1375,1343,1348.7,10128,494
23-09-2008,1358,1375.5,1356,1366.85,17601,493
22-09-2008,1410,1410,1360,1366.4,11059,667
19-09-2008,1424,1440,1380,1392.5,167456,1208
18-09-2008,1339,1395,1339,1382.15,9739,747
17-09-2008,1411,1418,1353,1371,12004,960
16-09-2008,1361,1414,1334,1396.6,16348,1228
15-09-2008,1465,1465,1375,1414.95,29659,1178
12-09-2008,1506,1506,1455.5,1463.95,120167,620
11-09-2008,1505.45,1530,1494.2,1499.5,17255,813
10-09-2008,1535,1540,1435,1523.15,17155,972
09-09-2008,1482,1532,1482,1519.25,25062,1851
08-09-2008,1499,1512.9,1483.05,1488.05,14205,1141
05-09-2008,1450,1488.5,1440,1469.2,44456,2760
04-09-2008,1424,1468,1410.2,1458.75,36634,1672
02-09-2008,1421,1429.85,1406.05,1421.35,8422,478
01-09-2008,1420,1434,1391,1413.2,7063,761
29-08-2008,1424,1440,1410.05,1424,9383,844
28-08-2008,1434.85,1448.9,1377,1392.7,21170,1679
27-08-2008,1425,1462.35,1418.5,1427.2,22760,1597
26-08-2008,1419,1435.95,1395,1422.75,11301,740
25-08-2008,1432,1443,1410,1429.45,14653,613
22-08-2008,1409,1419.8,1400,1401,4729,505
21-08-2008,1420.1,1435,1401,1406.05,4083,414
20-08-2008,1430,1445.9,1430,1435,8506,396
19-08-2008,1419,1430,1396.25,1419.65,9061,632
18-08-2008,1425.1,1445,1413,1422.4,13199,654
14-08-2008,1475.2,1489,1404.35,1421.45,33863,2211
13-08-2008,1415,1482.45,1415,1475.2,45804,3014
12-08-2008,1446,1457.2,1398,1427.85,38909,1527
11-08-2008,1415,1444,1415,1439.45,20749,1197
08-08-2008,1380,1432,1372,1402.85,32534,2506
07-08-2008,1390,1410,1356,1370.3,33834,2354
06-08-2008,1450,1478,1375,1382.35,30954,2407
05-08-2008,1447.7,1462.9,1405,1417.7,19724,1329
04-08-2008,1457.9,1486,1426,1434.1,19183,1379
01-08-2008,1450,1490,1420,1472.65,14752,1286
31-07-2008,1488,1490,1428,1441.15,18869,1052
30-07-2008,1489,1504.8,1475,1487.1,35220,743
29-07-2008,1458,1486,1451,1458,7212,569
28-07-2008,1488,1520,1488,1493.05,6879,518
25-07-2008,1505,1530,1475,1488.65,8271,563
24-07-2008,1625,1643,1507,1521.1,32718,1533
23-07-2008,1510,1605,1501,1590.4,29030,2215
22-07-2008,1400,1507,1384.15,1483.25,24619,2113
21-07-2008,1474.5,1476,1365,1406.15,33075,2300
18-07-2008,1433,1495,1425,1438.1,22453,1677
17-07-2008,1480,1508,1417.3,1428.9,25649,1865
16-07-2008,1536,1556,1427,1453.15,32513,2512
15-07-2008,1657,1657,1502,1516.95,27262,1421
14-07-2008,1725,1725,1665,1670.1,12664,681
11-07-2008,1780,1798,1699,1709.25,10246,802
10-07-2008,1790,1810,1752.15,1770.15,9144,973
09-07-2008,1850,1900.05,1763.15,1804.5,33659,2493
08-07-2008,1751,1841.9,1751,1832.95,11343,1023
07-07-2008,1767,1835,1745,1814.2,22067,1661
04-07-2008,1718.1,1769.85,1715,1739.55,11201,842
03-07-2008,1780,1790,1680.1,1752.4,20136,1564
02-07-2008,1651.5,1810,1610.05,1789.65,25299,1904
01-07-2008,1690,1728.5,1611,1668.2,23807,1450
30-06-2008,1655.7,1705,1650,1679.95,30024,849
27-06-2008,1640.1,1690,1601.05,1646.7,17786,1358
26-06-2008,1660,1741,1660,1698.55,29714,1743
25-06-2008,1516,1660,1516,1649.65,11830,1040
24-06-2008,1535,1585,1535,1554.85,21873,473
23-06-2008,1565,1600,1535,1578.15,22520,667
20-06-2008,1664.7,1680,1560.15,1596.15,11832,598
19-06-2008,1669.7,1680,1620,1633.6,4877,493
18-06-2008,1710,1750,1660.1,1678.25,19429,1630
17-06-2008,1579.95,1740,1567,1702.5,36747,1976
16-06-2008,1575,1580,1551.75,1570.05,20231,396
13-06-2008,1525.5,1581,1503.15,1536.4,13993,1034
12-06-2008,1490.2,1548,1476,1525,22714,669
11-06-2008,1543.5,1543.7,1511.6,1516.4,28065,598
10-06-2008,1518,1565,1475,1516.1,28545,690
09-06-2008,1507.05,1594,1507.05,1545.55,7668,555
06-06-2008,1630,1639.95,1585,1595.15,3301,339
05-06-2008,1640,1650,1590,1618.35,29021,658
04-06-2008,1690,1708,1642.5,1650.7,4203,386
03-06-2008,1711,1714.8,1647,1700.25,10264,717
02-06-2008,1757.7,1757.7,1720.1,1730.35,4946,325
30-05-2008,1759.7,1786,1711.1,1736.15,17305,1001
29-05-2008,1745,1764.95,1721,1734.7,3322,381
28-05-2008,1735,1779.5,1701,1753.6,8697,659
27-05-2008,1727.15,1747.95,1720,1730.8,4459,309
26-05-2008,1720,1733.9,1701.05,1722.8,4014,351
23-05-2008,1753.7,1766.9,1721,1733.15,9731,491
22-05-2008,1746,1768.9,1735.1,1743.1,6464,542
21-05-2008,1755,1785,1742,1762.75,9035,603
20-05-2008,1769,1795,1745.5,1763.35,6402,524
16-05-2008,1800,1824,1761.1,1774.2,21227,1608
15-05-2008,1780.1,1835,1735,1767.2,43875,2524
14-05-2008,1750,1805,1750,1788.5,8957,737
13-05-2008,1829.9,1830,1742.5,1756.35,11806,826
12-05-2008,1750,1827,1731.75,1809.05,12303,946
09-05-2008,1824.4,1870,1761,1767.1,13823,1101
08-05-2008,1747,1845,1711,1826.6,16504,1190
07-05-2008,1842,1848.9,1784.05,1789.25,6680,634
06-05-2008,1895,1910,1820,1837.95,8326,714
05-05-2008,1875,1945.85,1821,1896.7,51694,3245
02-05-2008,1769,1881,1740,1860.4,42259,2541
30-04-2008,1760,1769.9,1726,1741.75,6975,513
29-04-2008,1728.1,1774,1724,1748.75,10066,461
28-04-2008,1750,1815,1725.1,1735.65,16794,1018
25-04-2008,1752,1774.5,1720,1731.2,3922,388
24-04-2008,1785,1795,1741.1,1755.85,7982,518
23-04-2008,1799,1804.7,1761.1,1779.95,27823,721
22-04-2008,1770,1804.85,1741,1782.25,19251,998
21-04-2008,1760,1780,1729,1758.8,8490,444
17-04-2008,1725,1745,1700,1733.75,6856,556
16-04-2008,1699.7,1717.9,1681,1687,4743,437
15-04-2008,1625,1680,1600,1671.1,7278,434
11-04-2008,1699,1719.85,1675,1689.2,4895,544
10-04-2008,1690,1739.35,1682.2,1688.3,43988,729
09-04-2008,1665,1714.95,1646,1705.2,9739,623
08-04-2008,1700,1705,1639,1656.65,6060,705
07-04-2008,1657.7,1740,1571,1684.8,19016,1904
04-04-2008,1631,1646,1625.05,1636,11376,396
03-04-2008,1650,1651,1630,1642,21705,496
02-04-2008,1665,1669.5,1630,1640.15,13558,615
01-04-2008,1639.9,1639.9,1590,1602.65,7086,727
31-03-2008,1665,1689.9,1580,1603.25,64869,2604
28-03-2008,1500,1692,1500,1654.4,80368,5926
27-03-2008,1428,1523.7,1420,1486.95,48553,2833
26-03-2008,1384,1462,1360,1434.5,43415,1733
25-03-2008,1389.6,1462,1353,1377.7,26476,1549
24-03-2008,1390,1406,1340,1380.6,46135,930
19-03-2008,1475,1475,1370,1383.25,21063,1058
18-03-2008,1425,1464.95,1395,1412.25,16993,938
17-03-2008,1480.5,1504.9,1415,1423,19796,1143
14-03-2008,1515,1545,1475.1,1531.15,22999,1326
13-03-2008,1615,1615,1480,1496.75,51673,2272
12-03-2008,1725.5,1769,1620,1639.05,17466,1170
11-03-2008,1631,1710,1611.6,1673.25,32616,1441
10-03-2008,1750,1768,1622.5,1644.45,48417,1995
07-03-2008,1871,1871,1750,1798.1,52165,1635
05-03-2008,1806,1952,1780,1926.15,22523,1893
04-03-2008,1915,1915,1725,1818.6,84808,2097
03-03-2008,1945,2005,1905,1919,124558,1121
29-02-2008,2099,2120,1983,2034.35,22749,1278
28-02-2008,2190,2190,2098,2111.35,114867,768
27-02-2008,2220,2220,2162.1,2186.15,10934,538
26-02-2008,2170,2224,2162,2184.85,20729,727
25-02-2008,2180.05,2190,2130.1,2151.55,8543,338
22-02-2008,2169,2180,2141.05,2167.8,2670,231
21-02-2008,2224,2224,2165.05,2184.05,6322,346
20-02-2008,2200,2200,2150.1,2181.2,8483,407
19-02-2008,2239.7,2259,2175.05,2179.95,9398,683
18-02-2008,2215,2249.7,2185.05,2191.85,5939,389
15-02-2008,2055,2209,2055,2179.6,16534,1017
14-02-2008,2059.7,2125,2059.7,2092.8,8021,445
13-02-2008,2002.05,2055,2000,2016.35,9378,399
12-02-2008,2005,2100,1990.1,2012.3,18337,546
11-02-2008,2140,2140,2020,2071.5,17776,691
08-02-2008,2200,2222,2115,2155.9,27980,864
07-02-2008,2242,2300,2175,2196.8,19778,1151
06-02-2008,2188,2320,2106,2242.3,22379,1715
05-02-2008,2165.1,2267,2165,2245,13813,907
04-02-2008,2250,2281.2,2181.5,2212.6,24762,1710
01-02-2008,2160,2245,2095,2215.95,26876,1376
31-01-2008,2189.7,2190,2090,2136.2,23777,595
30-01-2008,2155,2175,2140,2159.05,14987,422
29-01-2008,2222.05,2230,2130,2181.5,9852,476
28-01-2008,2125,2222,2060,2177.2,21487,801
25-01-2008,2030,2205,2025,2188.05,26732,967
24-01-2008,2120,2140,1960,2001,41397,1186
23-01-2008,2020,2120,1900,2092.2,44126,1449
22-01-2008,1950,2099,1740,1930.5,89058,1387
21-01-2008,2400,2400,1911.45,2148.8,76291,2283
18-01-2008,2395,2435,2325,2359.8,24592,978
17-01-2008,2424.4,2424.4,2335.05,2350.25,12866,846
16-01-2008,2345.1,2400,2320,2376,23137,905
15-01-2008,2399.7,2435,2350,2354.55,10003,705
14-01-2008,2429,2429,2356.1,2368.7,12507,576
11-01-2008,2409.7,2439.7,2345,2405.7,26770,860
10-01-2008,2477.7,2508,2351.5,2373.2,19888,945
09-01-2008,2488,2530,2421,2462.95,11178,775
08-01-2008,2541,2561,2450,2465.65,15139,801
07-01-2008,2559,2580,2510,2523.25,31561,879
04-01-2008,2628.3,2648,2555,2566.3,19476,953
03-01-2008,2648,2651.5,2600.05,2604.65,32622,1049
02-01-2008,2689,2689,2610,2651.45,57231,1495
01-01-2008,2638,2689.9,2600,2656.75,44569,2433
31-12-2007,2599,2660,2555,2619.55,86744,3975
28-12-2007,2395,2600,2395,2577.4,107090,3962
27-12-2007,2499,2507.7,2399,2411.6,25916,1432
26-12-2007,2490,2513.5,2456,2479.15,22109,1076
24-12-2007,2445,2460,2410,2442.25,12994,695
20-12-2007,2424.4,2449.95,2388,2412.4,15596,990
19-12-2007,2474.7,2475,2360,2396.85,23589,1158
18-12-2007,2450,2480,2350,2425.65,33802,1644
17-12-2007,2600,2614.4,2401.25,2431.65,58503,2366
14-12-2007,2539.4,2625,2535,2600.8,109131,2685
13-12-2007,2540,2584,2520,2529.8,81847,2391
12-12-2007,2479,2530,2435,2508.6,41765,1293
11-12-2007,2510,2560,2455,2486.25,73913,2805
10-12-2007,2425,2530,2411,2479.45,127681,4554
07-12-2007,2429,2429,2370,2401.65,220791,894
06-12-2007,2429,2430,2382,2392.85,47629,909
05-12-2007,2375,2415,2375,2389.5,45278,926
04-12-2007,2450,2450,2377.55,2387.55,27080,850
03-12-2007,2446,2501,2400,2409.7,35355,1197
