DATE,OPEN,HIGH,LOW,CLOSE,NO. OF SHARES,NO. OF TRADES
18-02-2014,310.7,310.7,310.7,310.7,15908,364
17-02-2014,295.95,295.95,295.95,295.95,100339,502
14-02-2014,265,281.9,265,281.9,116755,1875
13-02-2014,272.25,275.5,265.2,268.5,257011,5948
12-02-2014,268,275.8,266.05,272.8,355794,8315
11-02-2014,275,277,262,263.65,324777,9055
10-02-2014,275.8,285.5,269,271.6,438920,10070
07-02-2014,293,293.95,276.85,279.5,443252,10926
06-02-2014,295.6,298.8,288.4,291.4,328533,8576
05-02-2014,293.4,300.9,287.6,293.2,587467,14379
04-02-2014,268.65,289.1,266,289.1,620013,13583
03-02-2014,276,283.3,272.35,275.35,339554,8956
31-01-2014,260.9,273.05,258.2,273.05,439690,6993
30-01-2014,267.5,269.1,257.6,260.05,312291,7450
29-01-2014,287.4,291.7,269.35,271.15,555530,13579
28-01-2014,265.65,289.5,265.5,283,1139653,24407
27-01-2014,276.5,276.5,276.5,276.5,17402,512
24-01-2014,300.3,301,291,291,172329,3424
23-01-2014,318.5,328,303.1,306.3,673989,15639
22-01-2014,326,326.7,316.85,319,660282,15823
21-01-2014,322,329.7,315.1,325,1120200,27825
20-01-2014,311.2,326.9,301.85,320.15,1171828,28065
17-01-2014,331.5,335.75,312.25,313.5,892764,21558
16-01-2014,321.9,335,311.3,328.65,869402,19832
15-01-2014,331.7,335.5,316.5,322.9,973406,23012
14-01-2014,331,340.2,318.5,326.55,1199531,27123
13-01-2014,304.1,328.55,304,328.35,1716548,31206
10-01-2014,334.7,342,312,312.95,2238382,48850
09-01-2014,311,328.4,306.7,328.4,2654890,58790
08-01-2014,298.55,298.55,285,298.55,1858234,17625
07-01-2014,248,271.45,241.35,271.45,2784409,49603
06-01-2014,229.6,260.7,221.5,246.8,5543380,116131
03-01-2014,185.9,223.05,184.25,223.05,2395119,44048
02-01-2014,188.45,196.9,182.8,185.9,1554181,30395
01-01-2014,186.4,190.4,185.2,188.15,563997,12271
31-12-2013,184,192.2,183.1,185.4,1289453,25275
30-12-2013,173,185.4,172.5,182.4,1418821,29033
27-12-2013,174,174.4,161.5,171.3,630985,13243
26-12-2013,173.15,177,172.4,173.05,428682,7647
24-12-2013,173.3,176.45,171.5,172.1,282227,6042
23-12-2013,173.5,176.3,171,171.7,476676,11661
20-12-2013,162.45,177.75,161.5,173,1655492,35090
19-12-2013,167,167,160.3,161.05,308362,6221
18-12-2013,169.1,173.3,163.1,166.8,1019641,19569
17-12-2013,151.95,173.5,151,168.3,1751064,32757
16-12-2013,156,156,149.4,151.9,146080,3227
13-12-2013,157.5,158.4,152.4,152.95,254107,5380
12-12-2013,160.5,160.5,155.1,156.15,110986,2481
11-12-2013,158.8,161.55,155.05,157.55,229243,5205
10-12-2013,161.8,162.5,154.2,157.25,229992,5229
09-12-2013,164,164.1,159.3,159.85,143944,3173
06-12-2013,161.8,163.5,158,159.45,302121,7393
05-12-2013,164.9,166,158.35,159.3,270887,5778
04-12-2013,164,165.7,160.9,161.5,288313,5681
03-12-2013,167.05,168,164.2,165.9,200317,3971
02-12-2013,165,169.9,164.8,166.2,350543,7891
29-11-2013,169.95,173.6,166,166.7,546113,11185
28-11-2013,169.05,173.1,167,168.45,379929,8714
27-11-2013,170.7,174.05,165.6,167.4,749872,16330
26-11-2013,176.7,178.4,167.4,168.95,376086,8451
25-11-2013,172.9,181,172.9,175.35,517259,11556
22-11-2013,180,184.95,167.05,171.8,726973,16632
21-11-2013,181.25,183,173.1,174.85,518987,12237
20-11-2013,181.2,188.8,175.2,180,1331343,26219
19-11-2013,191,201.4,183.4,185.05,2422978,47388
18-11-2013,152,181.3,152,181.3,2280890,43747
14-11-2013,152.05,153.95,149.3,151.1,168885,4098
13-11-2013,150,156.65,146.6,149.4,430032,9493
12-11-2013,160,161,149.6,150.55,387188,8111
11-11-2013,166.1,166.1,158.6,159.65,208603,4686
08-11-2013,168.05,169,163.5,164.65,227715,5660
07-11-2013,171.95,173.75,166,166.9,291371,7005
06-11-2013,172,177.2,169.2,171,353008,9133
05-11-2013,173.2,182,166.65,172.1,765978,15847
03-11-2013,173.9,174.9,171.4,171.95,97735,2393
01-11-2013,172,177.55,170.4,171.45,577532,12012
31-10-2013,176,182.55,171.6,173.3,963568,19968
30-10-2013,159.9,183.8,158.2,173.75,3109030,62602
29-10-2013,152,160.6,148.1,157.1,745928,14441
28-10-2013,155.4,155.5,150.55,151.65,414581,8576
25-10-2013,156,159.45,147.55,149.85,1022982,20241
24-10-2013,164,167.8,149.1,155.1,983048,19657
23-10-2013,162.9,165.9,158.4,163.8,599439,10992
22-10-2013,162.1,168.8,157.65,160.35,839908,17379
21-10-2013,162,163.8,160.05,161.75,357393,7101
18-10-2013,165.8,169.9,157.65,160,888882,16965
17-10-2013,164.8,167.85,160,164,521125,10758
15-10-2013,170.1,171.5,161,162.6,558625,11895
14-10-2013,168,172.6,166,168.8,604204,12674
11-10-2013,171,173.25,165.7,166.8,664211,13171
10-10-2013,160.3,173.5,160,169.3,1365165,26848
09-10-2013,170,171.9,162.5,164.55,837588,17325
08-10-2013,170.2,174.5,167.65,169.85,1213622,22959
07-10-2013,158.85,170.45,156,167.6,1738581,32581
04-10-2013,164.9,167.2,155.1,159.15,1753350,35076
03-10-2013,146,163.7,138,159.2,3251256,62443
01-10-2013,139,150,139,143.8,1049825,20340
30-09-2013,147.95,148,129.95,141.1,3735821,70374
27-09-2013,163,166.9,143.6,150.8,1918152,35768
26-09-2013,150.1,164.4,150,157.85,2197749,45910
25-09-2013,150.65,164,143.25,150.2,2917892,59297
24-09-2013,168.5,174,162.75,167.35,1314305,30448
23-09-2013,171.9,178.4,166.6,171.35,1030565,23369
20-09-2013,175.5,183.5,170,174.1,1442802,31896
19-09-2013,177,184.6,170.15,176.25,1472963,32679
18-09-2013,165.45,187,155,174.6,3974948,90172
17-09-2013,184,186.95,160,164.35,2365295,57125
16-09-2013,199.2,207.2,168.25,184.9,2889179,65503
13-09-2013,222,228,193.6,199.2,3801108,85276
12-09-2013,191.2,236.4,189.8,217.4,5590339,117172
11-09-2013,145,190.35,140.2,183.85,5893678,115507
10-09-2013,143.5,148.55,140.6,144.45,888189,19452
06-09-2013,139,147.9,133.8,137.75,2083768,40881
05-09-2013,114.15,136,114.15,131.4,2959830,56354
04-09-2013,113,115.45,110.15,112.9,864883,18165
03-09-2013,116.9,120.4,109,112.1,1551258,31757
02-09-2013,111.2,125.65,110.1,114.55,2628007,54628
30-08-2013,140,143.15,102.05,114.05,5269361,107185
29-08-2013,147,149.9,136.1,141.3,914197,20102
28-08-2013,134,152.2,134,141.45,1000117,20305
27-08-2013,147.6,147.6,127.35,132.45,1114949,24441
26-08-2013,135,158,135,144.25,2554851,55181
23-08-2013,128,137.4,128,134.25,757188,17099
22-08-2013,130,138,127.8,132.2,1060539,23904
21-08-2013,127.2,140,113.05,129.75,2436314,55835
20-08-2013,161.6,161.6,137,141.3,1927092,44512
19-08-2013,135.95,164.5,129.15,151.9,2356642,58234
16-08-2013,131.95,178,120,151,4655216,102735
14-08-2013,152.6,155,110.5,146.6,3913151,81857
13-08-2013,164.5,177,161.1,169.5,985622,24812
12-08-2013,180,183.65,165,170.25,1245864,34040
08-08-2013,178.8,192.8,173.65,178.2,1955848,49623
07-08-2013,153.25,194.4,151.25,168.1,3792928,99396
06-08-2013,178.2,178.2,148.5,159.15,3919609,99876
05-08-2013,136.15,212,121,197.95,7071938,186124
02-08-2013,173,178.85,105.5,151.25,6480729,174125
01-08-2013,487.4,487.4,180.35,191.75,6254247,234804
31-07-2013,547,559,514.1,541.55,94707,7198
30-07-2013,578.75,587,545,550.1,81302,5855
29-07-2013,566.6,599,532,575.2,205648,14080
26-07-2013,618.6,627.95,532,566.85,287293,18941
25-07-2013,624,628.95,608,622.9,59756,4503
24-07-2013,629,644.4,610.7,633,153769,10290
23-07-2013,595,644,585.1,635,317425,19285
22-07-2013,626,632,578.95,591.3,218074,17524
19-07-2013,684.9,690,617.05,631.2,132929,7971
18-07-2013,701.9,701.9,676.1,680.3,58701,4598
17-07-2013,737,737,693.4,701.35,93836,5746
16-07-2013,720,733.55,699,729.65,113748,9503
15-07-2013,761,778.6,721.15,733.4,112224,7784
12-07-2013,760,770,746.1,764.5,46136,4027
11-07-2013,764,778,757.35,765.3,34293,2724
10-07-2013,783.25,802.9,740.4,749.95,54516,4307
09-07-2013,750,798,747.95,789.75,61259,4621
08-07-2013,749.85,754.2,744,747.85,16307,1426
05-07-2013,770,775,752.4,757,46533,2882
04-07-2013,751.1,768.8,730.85,761.25,64387,5170
03-07-2013,774.45,774.45,741,746.5,29006,2198
02-07-2013,794.4,806.9,770.9,779.45,46914,3233
01-07-2013,776,801.1,758.6,790.5,49833,3215
28-06-2013,773,783,763.2,777.95,23486,1604
27-06-2013,758,765,752.1,755.1,36476,1903
26-06-2013,760,770,742.35,751.3,25652,2140
25-06-2013,741,765.9,737.1,758.6,33231,2478
24-06-2013,764.8,772.25,731.6,744,39500,3408
21-06-2013,770,778,728.05,758.25,130598,3853
20-06-2013,798.5,805.7,762,770.65,48897,3490
19-06-2013,822,827.4,810,821.55,36435,2315
18-06-2013,784,821,778.5,812.85,59818,4311
17-06-2013,758,788,742.15,777.85,41225,3167
14-06-2013,760.45,770.55,751,756.3,27241,1567
13-06-2013,771.9,779,747,751.8,27308,1846
12-06-2013,796,799.5,770,774.55,23235,2041
11-06-2013,816.9,816.9,793.2,799.4,43965,2332
10-06-2013,829,838.65,806.8,817.35,20806,1349
07-06-2013,830.55,845.5,817.1,822.15,45153,2185
06-06-2013,825.5,838.8,821,831.25,33049,1837
05-06-2013,811.85,838.8,806,828.9,39431,2268
04-06-2013,815.9,829.95,810.2,814.4,32083,2041
03-06-2013,829,841,805.85,813.85,53235,2721
31-05-2013,842,865,810,824.2,44112,2701
30-05-2013,827,850.9,825.25,840.5,57392,3390
29-05-2013,860,860.6,820,839.95,52202,3301
28-05-2013,805.9,870.3,801,848.25,80211,3856
27-05-2013,799.55,808.6,783.1,798.4,20100,1631
24-05-2013,796.35,807.95,778.7,798.25,30176,1674
23-05-2013,780.1,801.9,772.1,789.7,46044,2693
22-05-2013,837,842.4,782,789.7,45634,2320
21-05-2013,849,857,828.85,833.85,30089,1363
20-05-2013,860,867.5,844,847.35,36378,1823
17-05-2013,845.3,862,832,851.5,28339,1903
16-05-2013,841.4,848,829.3,841.5,21370,1577
15-05-2013,824.7,847,822.4,844.15,35835,2291
14-05-2013,818.05,825.1,808,819.25,25938,1714
13-05-2013,835,847.2,765,808.75,32506,2089
11-05-2013,839.75,842.75,830.05,836.9,2808,234
10-05-2013,838.45,842,828.9,837.25,18446,1411
09-05-2013,845.5,854,826,832.15,40923,2529
08-05-2013,843,850,828.65,834.85,47280,2995
07-05-2013,839.5,856.7,825.3,844.8,51245,3180
06-05-2013,821.95,841.25,812.1,838.2,38410,2197
03-05-2013,813.3,838.3,803.95,818.9,45914,2750
02-05-2013,802,824.5,791.8,816.9,34062,2377
30-04-2013,850.6,850.6,800.15,809.1,79561,4214
29-04-2013,820,846.9,820,842.4,41398,3223
26-04-2013,812,828.5,806.7,820.2,27377,1921
25-04-2013,802,821.85,800,808.7,67495,3387
23-04-2013,790,807.15,764.2,800.75,63306,3747
22-04-2013,763,784,759,776.65,55642,3146
18-04-2013,725.8,763,715,754.05,69576,3810
17-04-2013,733,744.2,723.6,725.8,31284,1990
16-04-2013,708.05,734,708.05,727.5,30793,2237
15-04-2013,716,737.45,708,712.05,38363,2625
12-04-2013,705.1,720,699.5,716.95,30600,2024
11-04-2013,714,722.95,703.15,711.8,29056,1911
10-04-2013,708.05,717.5,691.1,710.6,39575,2578
09-04-2013,728,732.65,700,704.95,38020,2298
08-04-2013,721.9,741.9,718.05,722.5,47076,2955
05-04-2013,715,729.9,712.15,721.25,34719,2223
04-04-2013,752.5,752.5,713,718.25,46161,2757
03-04-2013,764,782.2,740.05,750.5,62346,4122
02-04-2013,743.55,769.35,740.6,764.1,39779,2313
01-04-2013,718.05,744.7,716,735.6,36483,1842
28-03-2013,711,718.9,692.9,711.4,24731,1601
26-03-2013,720.05,727.45,701,711.2,35442,1776
25-03-2013,732.35,737.95,716,720.4,31092,1752
22-03-2013,730.05,737.95,720,723.95,34103,1881
21-03-2013,747,763.3,721.55,727.55,67955,3755
20-03-2013,745.05,751,733,734.7,48373,2809
19-03-2013,767.9,775.9,739.45,742.6,66603,3289
18-03-2013,773,780,751,761.6,45111,2615
15-03-2013,800,808.4,764,777.8,58994,3051
14-03-2013,798,802.85,780.1,797.55,34486,2171
13-03-2013,806.9,818.85,791.25,795.85,47167,3285
12-03-2013,823.8,825,802,806.9,40608,2261
11-03-2013,830,847,814.1,820.95,53647,3314
08-03-2013,849.3,855.2,823.6,828.7,71439,3871
07-03-2013,835,850,826.15,846.6,48952,2668
06-03-2013,847.65,861.25,827.7,841.1,52576,2968
05-03-2013,814,845,811.6,839.25,36443,2526
04-03-2013,850.3,850.35,803.1,807.55,38547,2661
01-03-2013,850,898.4,836.8,848.85,50931,2854
28-02-2013,885,911.5,825.1,844.4,159452,8476
27-02-2013,885,891,848.15,880,85652,4912
26-02-2013,930.25,930.95,878.05,883.2,62196,3741
25-02-2013,933.2,944,912,931.4,48664,2660
22-02-2013,926,944.1,925,929.15,39771,2567
21-02-2013,962,966,922,926.65,67449,4143
20-02-2013,954.95,971.3,946,966.55,55908,3597
19-02-2013,927,957.65,918.3,949.3,55555,3853
15-02-2013,924.95,950.5,907.9,945.6,113716,7559
14-02-2013,966,972.9,894.05,929.3,191394,12118
13-02-2013,992.2,1003.6,957.5,964.5,51031,3851
12-02-2013,1015,1015,983,991.4,44309,3141
11-02-2013,1065.1,1065.9,997.6,1010.5,74717,5330
08-02-2013,1075,1098,1051.25,1059.65,40244,2961
07-02-2013,1110,1114.8,1066.4,1075.1,45194,3042
06-02-2013,1097.55,1118,1091,1107.9,33071,2302
05-02-2013,1079.35,1101,1062.5,1087.7,26747,2199
04-02-2013,1116.55,1124,1070.1,1077.1,38650,2680
01-02-2013,1119,1134.9,1109.55,1116.55,33014,2504
31-01-2013,1137,1144.6,1110,1119.7,32911,2679
30-01-2013,1133.9,1148,1125,1138.55,24545,1582
29-01-2013,1165,1180,1126,1132.6,33903,2529
28-01-2013,1162,1169,1143.6,1159.2,42572,2224
25-01-2013,1140.1,1157.4,1130.3,1151.75,25113,2485
24-01-2013,1170,1170,1125.2,1137.55,30205,2199
23-01-2013,1156.4,1167.7,1150,1161.65,35369,2585
22-01-2013,1176.05,1182.45,1145,1148.65,29487,1945
21-01-2013,1195,1197.9,1164.05,1173.7,41909,2986
18-01-2013,1155,1192,1146,1184.05,111862,6723
17-01-2013,1140,1150.95,1119,1145.45,31304,2207
16-01-2013,1177,1182.95,1126.4,1132.3,45711,2908
15-01-2013,1144.75,1180,1138,1172.95,42466,2569
14-01-2013,1140,1145.9,1125.05,1138.05,21019,2029
11-01-2013,1158.7,1163,1121,1125.85,35321,2109
10-01-2013,1153.8,1160,1135.85,1154.5,32743,1868
09-01-2013,1158.05,1174,1120,1144.8,26194,1889
08-01-2013,1162,1166.65,1135,1156.45,41858,2605
07-01-2013,1180,1183.95,1154,1161.65,53414,2944
04-01-2013,1125,1175,1121.05,1170.05,83088,4832
03-01-2013,1122.95,1128.85,1111,1122.2,13946,1033
02-01-2013,1146.95,1149.35,1110,1117.7,35080,2147
01-01-2013,1139.7,1144.75,1133.05,1138.1,19362,1305
31-12-2012,1122,1141.05,1119,1129.55,36082,2327
28-12-2012,1094.05,1121.85,1090,1114.4,34586,2018
27-12-2012,1117.6,1117.6,1083.5,1089.85,24859,1556
26-12-2012,1108,1118.3,1102,1109.5,21285,1461
24-12-2012,1092.05,1104.8,1082,1098.25,22391,1645
21-12-2012,1117,1129.8,1084,1090.05,65916,4181
20-12-2012,1089.95,1119.8,1074,1112.8,57577,3835
19-12-2012,1064,1093,1064,1080.9,39839,2576
18-12-2012,1067.7,1080,1044,1063.55,34331,2606
17-12-2012,1075.05,1083.55,1052.55,1067,34567,2242
14-12-2012,1045,1078.8,1026.1,1068.25,53552,3822
13-12-2012,1104.85,1109,1030,1047.6,43392,2744
12-12-2012,1116,1123.7,1098,1102.7,22776,1564
11-12-2012,1134.85,1143.45,1105,1113.95,22426,1291
10-12-2012,1140.65,1140.65,1123,1132.6,20930,1174
07-12-2012,1154.95,1166,1125,1130.35,25033,1514
06-12-2012,1134,1157.85,1113.7,1143.85,31304,1902
05-12-2012,1145,1151,1129.05,1133.7,22890,1396
04-12-2012,1139.95,1162,1122.05,1141.85,50430,2866
03-12-2012,1138,1147.8,1125.1,1137.75,27814,1562
30-11-2012,1125.05,1145,1106.85,1136.4,36353,2219
29-11-2012,1169,1178,1110.8,1119.45,48226,2608
27-11-2012,1097,1148.05,1092.2,1142.5,71106,4266
26-11-2012,1120,1124.15,1091,1096.25,29962,1980
23-11-2012,1128,1145,1100.1,1113.05,38728,2569
22-11-2012,1156.35,1159.6,1111,1127.35,40725,2989
21-11-2012,1161.95,1174.4,1136.25,1149.15,37936,2961
20-11-2012,1120,1169.75,1120,1144.5,74569,5370
19-11-2012,1145.05,1147.9,1103.3,1114.45,26813,2000
16-11-2012,1174.35,1186.7,1129.2,1136.5,47035,2711
15-11-2012,1196.5,1216.95,1141.4,1172.65,66259,5248
13-11-2012,1174,1223.8,1168,1194.5,77171,3916
12-11-2012,1100.05,1182.9,1100,1173.45,91595,7539
09-11-2012,1083,1103.95,1083,1095.65,63873,4344
08-11-2012,1058.8,1087.95,1054,1082.85,47107,2851
07-11-2012,1040.35,1071,1035,1066.8,57672,3321
06-11-2012,1042.95,1049.2,1025.05,1040.25,20315,1602
05-11-2012,1030.3,1053,1030.25,1043.55,41309,2755
02-11-2012,1007.95,1034,1007.7,1030.6,63978,4510
01-11-2012,997,1015,976.3,1003.05,45715,2956
31-10-2012,989.65,998.9,981,994.65,26240,1593
30-10-2012,981,990,964.2,981.95,32925,1999
29-10-2012,1002,1003.6,976.25,980.4,25598,1676
26-10-2012,1013.2,1025,960.2,995.1,39359,2702
23-10-2012,1019.65,1019.65,1000.1,1004.1,21359,1012
18-10-2012,996.1,1021.95,992,1017.5,41004,2332
17-10-2012,1011.1,1016,983.1,993.25,39593,2142
16-10-2012,1033,1033.05,1002,1006.45,33096,1940
15-10-2012,1032.05,1040.05,1022.45,1026.95,59081,2504
12-10-2012,1034.95,1043.85,1021.8,1031.65,43995,1981
11-10-2012,1014,1034.3,1014,1032.25,92685,3863
10-10-2012,985,1018.3,979,1010.45,132266,5278
09-10-2012,990.35,1002,974,986.15,70926,3204
08-10-2012,999.4,1005.7,974,978.8,57424,2435
05-10-2012,1023,1032.1,980,999,97208,4087
04-10-2012,987.7,1006.8,970,1002.95,107722,5373
03-10-2012,975,978.5,961.2,969.9,31369,1419
01-10-2012,976,987.8,967.25,971.8,92774,4031
27-09-2012,933.5,940.95,927.1,936.45,40958,2021
26-09-2012,924.2,942,920.3,929.6,35713,1961
25-09-2012,935.15,947,924,927.6,68453,3534
24-09-2012,914.15,939.7,907.1,930.5,96170,4648
21-09-2012,910,921.8,906.9,910.8,50212,2300
20-09-2012,915,915,891.05,902.4,50502,2221
18-09-2012,908,915.95,901.1,902.6,39729,1629
17-09-2012,924,927,900.25,905.8,79607,3296
14-09-2012,918,925.9,904,910.4,146338,5037
13-09-2012,877.3,918.8,870.55,907.55,423306,9916
12-09-2012,877,881.7,860.2,875.4,42701,1834
11-09-2012,875.1,887,871,874.2,64489,2982
10-09-2012,875.25,878,866,873.85,49785,2415
08-09-2012,874,874.35,865.5,871.05,5886,350
07-09-2012,842.9,869.8,842,867.25,108440,4711
06-09-2012,830,842.45,825.25,836.55,39523,1988
05-09-2012,840,850.05,823.9,827.1,28893,1418
04-09-2012,843.5,851.4,836.35,843.05,28117,1569
03-09-2012,846.55,858.3,838,842.35,52972,2208
31-08-2012,820.8,848,819.95,840.7,83277,4322
30-08-2012,815.5,828,810,822.35,29702,1395
29-08-2012,818,824.95,802,814.85,44174,2131
28-08-2012,830.45,830.45,806.5,816.1,37629,1768
27-08-2012,839.2,843.15,825.1,829.6,25840,1197
24-08-2012,826.05,841.8,816,838.25,68416,3194
23-08-2012,848.7,850.6,827.85,830,47131,2172
22-08-2012,843,862,839,843.5,66326,3130
21-08-2012,835,850.3,832,844.65,37196,1631
17-08-2012,852,856.25,828.4,831.55,101285,4480
16-08-2012,845.3,854,832,845.95,64035,3427
14-08-2012,840,858.5,827.15,845.3,446319,9740
13-08-2012,803,844.4,798.75,836.45,220950,8477
10-08-2012,808,809,796.55,805.3,67173,2726
09-08-2012,800,812.8,725,802.25,67529,3360
08-08-2012,800.05,803.5,737,799.95,152794,5795
07-08-2012,796,808.95,786,792.05,223744,7937
06-08-2012,774.8,799.75,770,793.75,374050,7688
03-08-2012,756,768.4,749.5,763.9,158825,6417
02-08-2012,744.9,758.2,734.9,754.9,446418,9489
01-08-2012,724,740.7,716.1,737.7,167147,7025
31-07-2012,706.05,728.6,701,719.15,132250,6717
30-07-2012,695.05,711.65,688,707.5,65201,3323
27-07-2012,710.05,715,685.55,691.2,104958,4825
26-07-2012,702.45,712.9,690.65,699.85,99292,4448
25-07-2012,705,705.8,682,698.35,88931,4045
24-07-2012,704,714.8,699,703.7,87342,4287
23-07-2012,723.75,725.1,696.4,700.35,104455,4825
20-07-2012,748,748,721.1,728.8,149371,6781
19-07-2012,759,763.9,736.3,744.25,325859,15323
18-07-2012,709.9,754.75,695.75,750.05,453981,19353
17-07-2012,724,725.5,703.4,707.4,98488,5065
16-07-2012,745.95,745.95,716,720.35,90565,4378
13-07-2012,774.3,776.95,742.5,746.7,104880,4932
12-07-2012,769,781,763.2,769.8,189064,7922
11-07-2012,771.25,824.9,771,776.35,720741,29173
10-07-2012,752,761.95,749.25,753.4,82691,3444
09-07-2012,755.05,760.7,739.95,748.5,134835,6079
06-07-2012,755,757,737,746.95,124026,5051
05-07-2012,760.05,764,744.1,749.15,280252,2432
04-07-2012,770,775,752,758,53653,2385
03-07-2012,760,769.8,759,768.05,40049,2016
02-07-2012,741.95,759.4,734.4,755.6,52978,2500
29-06-2012,730,742,728.5,737.25,46682,2012
28-06-2012,741.5,741.7,716,724.5,50985,2407
27-06-2012,730,744.8,730,738.55,49314,2329
26-06-2012,716.5,738.85,714.95,733.25,105850,4530
25-06-2012,710,719.75,707,711.8,71307,3435
22-06-2012,670.05,710,666.15,699.1,133184,5818
21-06-2012,663,675,645.5,669.6,31014,1425
20-06-2012,673,676,658.55,662.95,63094,3370
19-06-2012,636.05,672.8,633.95,668.5,128217,5572
18-06-2012,654.8,657,632,639.95,36736,1657
15-06-2012,628.9,649.85,628.9,647.5,44467,2234
14-06-2012,641,654.8,620.45,625.85,46093,2357
13-06-2012,643.95,654.3,640,644.05,29752,1908
12-06-2012,628.05,646.4,627.1,639.55,37697,2041
11-06-2012,638,662.8,630,635.05,66491,3890
08-06-2012,625,640.75,617,637.75,65894,3346
07-06-2012,625,632.45,618.8,625.2,41910,2263
06-06-2012,609.3,626.7,607,623.4,67044,3359
05-06-2012,605,613.5,598,602.65,53718,2637
04-06-2012,592,602.05,583.1,596.9,50859,2625
01-06-2012,604,621.6,592,594.45,99938,5280
31-05-2012,587,607,585,599.75,182230,8022
30-05-2012,587,588,576,578.85,33955,1534
29-05-2012,596.35,596.35,585,587.25,31394,1408
28-05-2012,596.2,599.5,582.7,591.4,27918,1747
25-05-2012,581,598,571.05,583.75,54351,2578
24-05-2012,563,582,555,576.35,64752,3070
23-05-2012,575.2,578,559,564.25,23857,1252
22-05-2012,596.05,596.4,565,575.2,26427,1510
21-05-2012,588.95,595.8,584.05,589.35,22218,1310
18-05-2012,570.5,588,565.05,584.65,29178,1617
17-05-2012,595.9,606,568,581.45,52964,2957
16-05-2012,592,595,575.5,590.45,44763,2194
15-05-2012,569,609,566,600.55,57176,3399
14-05-2012,585.2,586.8,552.05,570.4,67382,3993
11-05-2012,598,608,580.5,583.5,55676,3072
10-05-2012,603.7,615,596.05,598.25,31915,1991
09-05-2012,594,615,587,597.7,62912,3714
08-05-2012,630,635,586.15,594.05,79932,5547
07-05-2012,614,639.75,586.05,628.45,65439,3675
04-05-2012,650.65,655.55,612.2,615.5,69480,4093
03-05-2012,672,680.85,652.65,657.35,40053,2404
02-05-2012,690.2,694.7,669.95,672.8,42002,2580
30-04-2012,709,709,683.25,685.35,28182,1796
28-04-2012,695.25,707,692.1,700.35,8010,383
27-04-2012,682,706,682,695,50061,2194
26-04-2012,707.1,712.1,679,685.5,36143,2821
25-04-2012,722.35,722.35,702.05,704.75,24321,1209
24-04-2012,727,733,705,718.9,37541,2067
23-04-2012,735.1,743.4,721,726.2,26961,1708
20-04-2012,745.8,754,730.55,733.8,26647,1526
19-04-2012,754.25,756.55,740.55,743.25,26938,1701
18-04-2012,760,772,747.3,751.8,53458,3034
17-04-2012,748,769.4,742,756.3,71890,3832
16-04-2012,741.6,754.25,733,743.75,33556,2124
13-04-2012,774,783,736.1,743.2,64036,3283
12-04-2012,758,783.5,756.7,774.85,207380,9330
11-04-2012,696.55,756,693.45,747.1,319993,14226
10-04-2012,703,721.5,695.55,706.45,90537,4949
09-04-2012,701.2,717,686.3,702.7,56309,2714
04-04-2012,710.6,711,696,701.1,26988,1301
03-04-2012,710,718.85,701.25,709.9,45580,2584
02-04-2012,690,709.3,680,701.05,73459,4067
30-03-2012,680,690,673,684.55,47809,2736
29-03-2012,669.8,690,662.05,672.8,79332,4293
28-03-2012,676.25,684.35,666.2,671.7,60305,3252
27-03-2012,696.5,706,681.25,685.35,99190,4412
26-03-2012,735,737,690,696.1,88182,4594
23-03-2012,740,752,729.9,733.05,69794,3240
22-03-2012,765,769,737,740.7,58109,3117
21-03-2012,755,774,741.7,769.8,85475,4334
20-03-2012,755,763.75,717,755.95,106620,5988
19-03-2012,783,788.5,747.25,753.5,98920,5448
16-03-2012,819,840,775,780.7,208307,9941
15-03-2012,820,825.75,782,788.85,157768,6978
14-03-2012,778.85,836.8,776.15,825.75,875579,32423
13-03-2012,778.9,789,764.4,770.95,190901,9006
12-03-2012,812,823.3,775,782.75,142929,7547
09-03-2012,874.9,889.9,806.85,811.5,510356,23707
07-03-2012,852.05,875,850,863.7,178300,9169
06-03-2012,839.05,875,831.1,849.15,185158,9073
05-03-2012,855,863.95,827.25,836.35,97826,4337
03-03-2012,850,858.5,846.65,849.75,19031,605
02-03-2012,825,873.9,819.05,847.15,242807,12046
01-03-2012,825,826.45,805.05,817.25,59004,2753
29-02-2012,835,848.9,810,826.45,114565,5684
28-02-2012,809.7,839.8,806,830.8,99533,4812
27-02-2012,831,844,792,799.9,157140,8294
24-02-2012,850,864.6,813.15,824.35,170591,9076
23-02-2012,880,889.95,836.05,841.55,147625,8456
22-02-2012,930,938.3,859.65,873.8,193163,9716
21-02-2012,920.55,954.9,906.1,912.2,216612,10602
17-02-2012,870.1,958.8,870.1,909.75,555267,25532
16-02-2012,842,866,836,862.65,187871,8369
15-02-2012,822.6,851,822.6,830.45,152896,6774
14-02-2012,845,847.05,807.1,817.15,144934,5907
13-02-2012,805,842.85,802.1,832.7,217187,10623
10-02-2012,817.5,827.4,778.65,793.25,95427,4823
09-02-2012,792,823,772.3,812.45,229656,11152
08-02-2012,766.1,792,752,782.05,41167,2444
07-02-2012,793.8,793.8,755.15,759.5,31632,1886
06-02-2012,785,805,771.05,780.8,53961,2962
03-02-2012,800.1,806.95,771.25,774.55,58598,3123
02-02-2012,780,805.45,762.9,797.35,115295,5327
01-02-2012,728.5,770.95,728.45,765.4,139671,7650
31-01-2012,707.55,729.9,707.55,721.95,30115,2012
